city_state,mean_score,std_dev,coefficient_of_variation,category_changes,score_range,min_score,max_score,is_zero_score,stability_rating,score_radius_50,category_radius_50,performance_diff_radius_50,network_penetration_radius_50,growth_potential_radius_50,performance_efficiency_radius_50,saturation_risk_radius_50,score_radius_100,category_radius_100,performance_diff_radius_100,network_penetration_radius_100,growth_potential_radius_100,performance_efficiency_radius_100,saturation_risk_radius_100,score_radius_150,category_radius_150,performance_diff_radius_150,network_penetration_radius_150,growth_potential_radius_150,performance_efficiency_radius_150,saturation_risk_radius_150,score_radius_250,category_radius_250,performance_diff_radius_250,network_penetration_radius_250,growth_potential_radius_250,performance_efficiency_radius_250,saturation_risk_radius_250
"new york, ny",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,26.227883944852312,0.7876288368113993,0.2123711631886007,1.6987041036715227,0.9997176992519486,0.0,Low,26.227883944852312,0.7876288368113993,0.2123711631886007,1.6987041036715227,0.9997176992519486,0.0,Low,26.227883944852312,0.7876288368113993,0.2123711631886007,1.6987041036715227,0.9997176992519486,0.0,Low,26.227883944852312,0.7876288368113993,0.2123711631886007,1.6987041036715227,0.9997176992519486
"los angeles, ca",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,15.890378284359855,0.9876563733950091,0.012343626604990918,2.2262626262621765,0.999645698848307,0.0,Low,15.890378284359855,0.9876563733950091,0.012343626604990918,2.2262626262621765,0.999645698848307,0.0,Low,15.890378284359855,0.9876563733950091,0.012343626604990918,2.2262626262621765,0.999645698848307,0.0,Low,15.890378284359855,0.9876563733950091,0.012343626604990918,2.2262626262621765,0.999645698848307
"chicago, il",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,33.55404239760143,1.7520993443215713,-0.7520993443215713,3.5232722143859627,0.9993720254126279,0.0,Low,33.55404239760143,1.7520993443215713,-0.7520993443215713,3.5232722143859627,0.9993720254126279,0.0,Low,33.55404239760143,1.7520993443215713,-0.7520993443215713,3.5232722143859627,0.9993720254126279,0.0,Low,33.55404239760143,1.7520993443215713,-0.7520993443215713,3.5232722143859627,0.9993720254126279
"miami, fl",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,14.301844847265755,5.730417023778168,-4.730417023778168,3.075916230365687,0.997946611909651,0.0,Low,14.301844847265755,5.730417023778168,-4.730417023778168,3.075916230365687,0.997946611909651,0.0,Low,14.301844847265755,5.730417023778168,-4.730417023778168,3.075916230365687,0.997946611909651,0.0,Low,14.301844847265755,5.730417023778168,-4.730417023778168,3.075916230365687,0.997946611909651
"houston, tx",0.15699615389159002,0.2719253151331362,1.7320508075688772,0,0.6279846155663601,0.0,0.6279846155663601,False,Unstable,0.0,Low,13.871652308363018,1.0297795737103719,-0.02977957371037177,3.0966767371591852,0.999630224883415,0.0,Low,13.871652308363018,1.0297795737103719,-0.02977957371037177,3.0966767371591852,0.999630224883415,0.0,Low,13.871652308363018,1.0297795737103719,-0.02977957371037177,3.0966767371591852,0.999630224883415,0.6279846155663601,Low,13.871652308363018,1.0297795737103719,-0.02977957371037177,3.0966767371591852,0.999630224883415
"dallas, tx",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,35.6310352395566,3.600514849805961,-2.600514849805961,4.322916666666023,0.9987102857110005,0.0,Low,35.6310352395566,3.600514849805961,-2.600514849805961,4.322916666666023,0.9987102857110005,0.0,Low,35.6310352395566,3.600514849805961,-2.600514849805961,4.322916666666023,0.9987102857110005,0.0,Low,35.6310352395566,3.600514849805961,-2.600514849805961,4.322916666666023,0.9987102857110005
"philadelphia, pa",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,8.583166905443738,1.1988686151810422,-0.1988686151810422,2.2367491166069837,0.9995693145732423,0.0,Low,8.583166905443738,1.1988686151810422,-0.1988686151810422,2.2367491166069837,0.9995693145732423,0.0,Low,8.583166905443738,1.1988686151810422,-0.1988686151810422,2.2367491166069837,0.9995693145732423,0.0,Low,8.583166905443738,1.1988686151810422,-0.1988686151810422,2.2367491166069837,0.9995693145732423
"atlanta, ga",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,26.5864677513364,7.03627258400837,-6.03627258400837,3.4659685863868295,0.9974820475252563,0.0,Low,26.5864677513364,7.03627258400837,-6.03627258400837,3.4659685863868295,0.9974820475252563,0.0,Low,26.5864677513364,7.03627258400837,-6.03627258400837,3.4659685863868295,0.9974820475252563,0.0,Low,26.5864677513364,7.03627258400837,-6.03627258400837,3.4659685863868295,0.9974820475252563
"washington, dc",0.7751193154418943,0.09543994697813277,0.12312936225014932,0,0.2426279800847857,0.6201304414711672,0.862758421555953,False,Good,0.8439009959087655,Low,2.8494340529950772,1.5739251710441986,-0.5739251710441986,1.3876404494374228,0.9994334815565015,0.6201304414711672,Low,2.8494340529950772,1.5739251710441986,-0.5739251710441986,1.3876404494374228,0.9994334815565015,0.862758421555953,Low,2.8494340529950772,1.5739251710441986,-0.5739251710441986,1.3876404494374228,0.9994334815565015,0.7736874028316911,Low,2.8494340529950772,1.5739251710441986,-0.5739251710441986,1.3876404494374228,0.9994334815565015
"boston, ma",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,6.42941325323855,1.810573398373558,-0.810573398373558,2.3016759776523457,0.9993483785486218,0.0,Low,6.42941325323855,1.810573398373558,-0.810573398373558,2.3016759776523457,0.9993483785486218,0.0,Low,6.42941325323855,1.810573398373558,-0.810573398373558,2.3016759776523457,0.9993483785486218,0.0,Low,6.42941325323855,1.810573398373558,-0.810573398373558,2.3016759776523457,0.9993483785486218
"phoenix, az",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,10.906650848095886,1.1194179568221299,-0.11941795682212994,3.57383966244575,0.9995975705435165,0.0,Low,10.906650848095886,1.1194179568221299,-0.11941795682212994,3.57383966244575,0.9995975705435165,0.0,Low,10.906650848095886,1.1194179568221299,-0.11941795682212994,3.57383966244575,0.9995975705435165,0.0,Low,10.906650848095886,1.1194179568221299,-0.11941795682212994,3.57383966244575,0.9995975705435165
"detroit, mi",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,7.21452704388836,1.9247846284438435,-0.9247846284438435,3.5116279069747027,0.9993071464043702,0.0,Low,7.21452704388836,1.9247846284438435,-0.9247846284438435,3.5116279069747027,0.9993071464043702,0.0,Low,7.21452704388836,1.9247846284438435,-0.9247846284438435,3.5116279069747027,0.9993071464043702,0.0,Low,7.21452704388836,1.9247846284438435,-0.9247846284438435,3.5116279069747027,0.9993071464043702
"seattle, wa",0.0,0.0,0.0,0,0.0,0.0,0.0,True,Excellent,0.0,Low,7.595531981547878,1.868266815251851,-0.8682668152518509,2.290043290042299,0.9993284685899867,0.0,Low,7.595531981547878,1.868266815251851,-0.8682668152518509,2.290043290042299,0.9993284685899867,0.0,Low,7.595531981547878,1.868266815251851,-0.8682668152518509,2.290043290042299,0.9993284685899867,0.0,Low,7.595531981547878,1.868266815251851,-0.8682668152518509,2.290043290042299,0.9993284685899867
"san francisco, ca",0.700010702378473,0.004617892460387317,0.006596888368558933,0,0.012324697817994057,0.6953766926427016,0.7077013904606957,False,Excellent,0.6953766926427016,Low,3.3023016005787653,1.2458460231536017,-0.24584602315360163,1.6770186335393311,0.9995512527527319,0.6985429950314986,Low,3.3023016005787653,1.2458460231536017,-0.24584602315360163,1.6770186335393311,0.9995512527527319,0.6984217313789958,Low,3.3023016005787653,1.2458460231536017,-0.24584602315360163,1.6770186335393311,0.9995512527527319,0.7077013904606957,Low,3.3023016005787653,1.2458460231536017,-0.24584602315360163,1.6770186335393311,0.9995512527527319
"san diego, ca",0.08540770013530515,0.06726386758828534,0.7875620989878447,0,0.1885436322273259,0.0,0.1885436322273259,False,Unstable,0.0744139484263755,Low,2.567623414461654,0.8071128032407183,0.19288719675928173,1.4563758389251973,0.9997090914732771,0.0,Low,2.567623414461654,0.8071128032407183,0.19288719675928173,1.4563758389251973,0.9997090914732771,0.1885436322273259,Low,2.567623414461654,0.8071128032407183,0.19288719675928173,1.4563758389251973,0.9997090914732771,0.0786732198875192,Low,2.567623414461654,0.8071128032407183,0.19288719675928173,1.4563758389251973,0.9997090914732771
