city_state,mean_score,std_dev,coefficient_of_variation,category_changes,score_range,min_score,max_score,is_zero_score,stability_rating,score_radius_50,category_radius_50,performance_diff_radius_50,network_penetration_radius_50,growth_potential_radius_50,performance_efficiency_radius_50,saturation_risk_radius_50,score_radius_100,category_radius_100,performance_diff_radius_100,network_penetration_radius_100,growth_potential_radius_100,performance_efficiency_radius_100,saturation_risk_radius_100,score_radius_150,category_radius_150,performance_diff_radius_150,network_penetration_radius_150,growth_potential_radius_150,performance_efficiency_radius_150,saturation_risk_radius_150,score_radius_250,category_radius_250,performance_diff_radius_250,network_penetration_radius_250,growth_potential_radius_250,performance_efficiency_radius_250,saturation_risk_radius_250
"macon, ga",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.05204181468587125,1.3144456907306565,-0.31444569073065665,1.2758620689655173,0.9995126869433708,1.0,High,-0.05204181468587125,1.3144456907306565,-0.31444569073065665,1.2758620689655173,0.9995126869433708,1.0,High,-0.05204181468587125,1.3144456907306565,-0.31444569073065665,1.2758620689655173,0.9995126869433708,1.0,High,-0.05204181468587125,1.3144456907306565,-0.31444569073065665,1.2758620689655173,0.9995126869433708
"binghamton, ny",0.997263675476443,0.003295419022291482,0.003304461100237201,0,0.008069691455031558,0.9919303085449684,1.0,False,Excellent,1.0,High,0.4815421345613143,0.8207488491430307,0.17925115085696927,0.9,0.9995225818772081,1.0,High,0.4815421345613143,0.8207488491430307,0.17925115085696927,0.9,0.9995225818772081,0.9971243933608037,High,0.4815421345613143,0.8207488491430307,0.17925115085696927,0.9,0.9995225818772081,0.9919303085449684,High,0.4815421345613143,0.8207488491430307,0.17925115085696927,0.9,0.9995225818772081
"lakewood, co",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,0.07146684470162831,1.0248925294825917,-0.024892529482591637,1.5,0.9996184214388447,1.0,High,0.07146684470162831,1.0248925294825917,-0.024892529482591637,1.5,0.9996184214388447,1.0,High,0.07146684470162831,1.0248925294825917,-0.024892529482591637,1.5,0.9996184214388447,1.0,High,0.07146684470162831,1.0248925294825917,-0.024892529482591637,1.5,0.9996184214388447
"kansas city, ks",0.5118145357115651,0.11675314111501002,0.22811611036542867,1,0.2714718940764415,0.30960237995602297,0.5810742740324645,False,Fair,0.5810742740324645,Average,2.5397749828475344,3.9298521558334363,-2.9298521558334363,2.54320987654321,0.9985770501018902,0.5778760744125223,Low,2.5397749828475344,3.9298521558334363,-2.9298521558334363,2.54320987654321,0.9985770501018902,0.5787054144452506,Low,2.5397749828475344,3.9298521558334363,-2.9298521558334363,2.54320987654321,0.9985770501018902,0.30960237995602297,Low,2.5397749828475344,3.9298521558334363,-2.9298521558334363,2.54320987654321,0.9985770501018902
"odessa, tx",0.9036376949770405,0.033967812901108015,0.03759007961921184,0,0.08297683151947655,0.8465648919050056,0.9295417234244822,False,Excellent,0.9295417234244822,High,-0.10849340756083625,1.6574291876766438,-0.6574291876766439,0.9629629629629629,0.9993839835728953,0.9292515253704418,High,-0.10849340756083625,1.6574291876766438,-0.6574291876766439,0.9629629629629629,0.9993839835728953,0.9091926392082325,High,-0.10849340756083625,1.6574291876766438,-0.6574291876766439,0.9629629629629629,0.9993839835728953,0.8465648919050056,High,-0.10849340756083625,1.6574291876766438,-0.6574291876766439,0.9629629629629629,0.9993839835728953
"sunnyvale, ca",0.9974217986302092,0.0016289675099745618,0.0016331781721751763,0,0.004485828883971643,0.9955141711160284,1.0,False,Excellent,1.0,High,-0.6572004724548007,0.6189570753215253,0.3810429246784746,0.5,0.9997613405840337,0.9973136029948907,High,-0.6572004724548007,0.6189570753215253,0.3810429246784746,0.5,0.9997613405840337,0.9955141711160284,High,-0.6572004724548007,0.6189570753215253,0.3810429246784746,0.5,0.9997613405840337,0.9968594204099179,High,-0.6572004724548007,0.6189570753215253,0.3810429246784746,0.5,0.9997613405840337
"new bedford, ma",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.6132193963964346,0.40155192028525266,0.5984480797147473,1.1428571428571428,0.9998322549724419,1.0,High,-0.6132193963964346,0.40155192028525266,0.5984480797147473,1.1428571428571428,0.9998322549724419,1.0,High,-0.6132193963964346,0.40155192028525266,0.5984480797147473,1.1428571428571428,0.9998322549724419,1.0,High,-0.6132193963964346,0.40155192028525266,0.5984480797147473,1.1428571428571428,0.9998322549724419
"hollywood, fl",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.4887019082624838,0.9750477612074661,0.024952238792533974,0.7272727272727273,0.9996343145891857,1.0,High,-0.4887019082624838,0.9750477612074661,0.024952238792533974,0.7272727272727273,0.9996343145891857,1.0,High,-0.4887019082624838,0.9750477612074661,0.024952238792533974,0.7272727272727273,0.9996343145891857,1.0,High,-0.4887019082624838,0.9750477612074661,0.024952238792533974,0.7272727272727273,0.9996343145891857
"south lyon, mi",0.9666240229051103,0.0008757332993384542,0.000905970965532709,1,0.002079150518806472,0.9660596671875549,0.9681388177063613,False,Excellent,0.9661866672942372,Low,1.537380558530736,3.6896395221646223,-2.6896395221646223,0.4444444444444444,0.9982459559540051,0.9661109394322874,Low,1.537380558530736,3.6896395221646223,-2.6896395221646223,0.4444444444444444,0.9982459559540051,0.9660596671875549,Low,1.537380558530736,3.6896395221646223,-2.6896395221646223,0.4444444444444444,0.9982459559540051,0.9681388177063613,Average,1.537380558530736,3.6896395221646223,-2.6896395221646223,0.4444444444444444,0.9982459559540051
"escondido, ca",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.5735034269560795,0.38109903722439686,0.6189009627756031,1.25,0.9998440454607482,1.0,High,-0.5735034269560795,0.38109903722439686,0.6189009627756031,1.25,0.9998440454607482,1.0,High,-0.5735034269560795,0.38109903722439686,0.6189009627756031,1.25,0.9998440454607482,1.0,High,-0.5735034269560795,0.38109903722439686,0.6189009627756031,1.25,0.9998440454607482
"lake charles, la",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.13610442543667375,1.2145156380628739,-0.21451563806287394,0.9333333333333333,0.9995342048877434,1.0,High,-0.13610442543667375,1.2145156380628739,-0.21451563806287394,0.9333333333333333,0.9995342048877434,1.0,High,-0.13610442543667375,1.2145156380628739,-0.21451563806287394,0.9333333333333333,0.9995342048877434,1.0,High,-0.13610442543667375,1.2145156380628739,-0.21451563806287394,0.9333333333333333,0.9995342048877434
"pasadena, tx",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.4551562813165298,1.0708888770401785,-0.07088887704017863,0.75,0.9995964650336951,1.0,High,-0.4551562813165298,1.0708888770401785,-0.07088887704017863,0.75,0.9995964650336951,1.0,High,-0.4551562813165298,1.0708888770401785,-0.07088887704017863,0.75,0.9995964650336951,1.0,High,-0.4551562813165298,1.0708888770401785,-0.07088887704017863,0.75,0.9995964650336951
"bellevue, wa",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.41991335221826104,0.36690755271161285,0.6330924472883871,1.2222222222222223,0.999852197332983,1.0,High,-0.41991335221826104,0.36690755271161285,0.6330924472883871,1.2222222222222223,0.999852197332983,1.0,High,-0.41991335221826104,0.36690755271161285,0.6330924472883871,1.2222222222222223,0.999852197332983,1.0,High,-0.41991335221826104,0.36690755271161285,0.6330924472883871,1.2222222222222223,0.999852197332983
"joliet, il",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.3157952868256178,0.6165781437972312,0.38342185620276886,1.25,0.9997591715501325,1.0,High,-0.3157952868256178,0.6165781437972312,0.38342185620276886,1.25,0.9997591715501325,1.0,High,-0.3157952868256178,0.6165781437972312,0.38342185620276886,1.25,0.9997591715501325,1.0,High,-0.3157952868256178,0.6165781437972312,0.38342185620276886,1.25,0.9997591715501325
"champaign, il",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.6837145263873667,0.23730239685752563,0.7626976031424744,0.75,0.9998867016003399,1.0,High,-0.6837145263873667,0.23730239685752563,0.7626976031424744,0.75,0.9998867016003399,1.0,High,-0.6837145263873667,0.23730239685752563,0.7626976031424744,0.75,0.9998867016003399,1.0,High,-0.6837145263873667,0.23730239685752563,0.7626976031424744,0.75,0.9998867016003399
"pomona, ca",1.0,0.0,0.0,0,0.0,1.0,1.0,False,Excellent,1.0,High,-0.6359678401897132,0.6064560023942267,0.3935439976057733,0.7,0.9997587396559627,1.0,High,-0.6359678401897132,0.6064560023942267,0.3935439976057733,0.7,0.9997587396559627,1.0,High,-0.6359678401897132,0.6064560023942267,0.3935439976057733,0.7,0.9997587396559627,1.0,High,-0.6359678401897132,0.6064560023942267,0.3935439976057733,0.7,0.9997587396559627
"fairfield, ca",0.9557824115730137,0.01404587014664401,0.014695677569047863,0,0.03402220460751182,0.9460120319670806,0.9800342365745924,False,Excellent,0.9800342365745924,High,-0.7087173485327204,0.6684841280879942,0.3315158719120058,0.6,0.9997340708435273,0.9460120319670806,High,-0.7087173485327204,0.6684841280879942,0.3315158719120058,0.6,0.9997340708435273,0.9479592763148985,High,-0.7087173485327204,0.6684841280879942,0.3315158719120058,0.6,0.9997340708435273,0.949124101435483,High,-0.7087173485327204,0.6684841280879942,0.3315158719120058,0.6,0.9997340708435273
